TransactionDate,TransactionType,SecurityType,Symbol,Quantity,Amount,Price,Commission,Description
6/30/2020,Dividend,MF,SVAAX,1.087,-4.98,0,0,FEDERATED HERMES STRATEGIC VALFEDERATED                     
6/30/2020,Sold,MF,GOLDX,-4.746,100,21.07,0,GABELLI GOLD AAA              GABELLI                       
6/30/2020,Sold,MF,OBCHX,-6.807,100,14.69,0,OBERWEIS CHINA OPPORTUNITIES  OBERWEIS                      
7/1/2020,Dividend,MF,MFEGX,0,3.16,0,0,MFS GROWTH A                  MFS                           
7/1/2020,Dividend,MF,MFEGX,0.024,-3.16,0,0,MFS GROWTH A                  MFS                           
7/1/2020,Sold,MF,GOLDX,-4.721,100,21.18,0,GABELLI GOLD AAA              GABELLI                       
7/1/2020,Sold,MF,OBCHX,-6.78,100,14.75,0,OBERWEIS CHINA OPPORTUNITIES  OBERWEIS                      
7/2/2020,Sold,MF,BGAFX,-2.518,100,39.72,0,BARON GLOBAL ADVANTAGE RETAIL BARON CAPITAL GROUP           
7/2/2020,Sold,MF,OBCHX,-6.64,100,15.06,0,OBERWEIS CHINA OPPORTUNITIES  OBERWEIS                      
7/6/2020,Sold,MF,BGAFX,-2.473,100,40.43,0,BARON GLOBAL ADVANTAGE RETAIL BARON CAPITAL GROUP           
7/6/2020,Sold,MF,DXQLX,-2.244,100,44.5671,0,DIREXION MTHLY NASDAQ-100 BULLDIREXION FUNDS                
7/6/2020,Sold,MF,INPIX,-0.786,100,127.28,0,PROFUNDS INTERNET ULTRASECTOR PROFUNDS                      
7/6/2020,Sold,MF,INPIX,-1.571,200,127.28,0,PROFUNDS INTERNET ULTRASECTOR PROFUNDS                      
7/6/2020,Sold,MF,OBCHX,-6.357,100,15.73,0,OBERWEIS CHINA OPPORTUNITIES  OBERWEIS                      
7/6/2020,Transfer,UNKNOWN, ,0,349,0,0,ACH DEPOSIT                   REFID:49279213482;
7/13/2020,Sold,MF,BGAFX,-4.985,200,40.12,0,BARON GLOBAL ADVANTAGE RETAIL BARON CAPITAL GROUP           
7/13/2020,Sold,MF,DXQLX,-4.491,200,44.5373,0,DIREXION MTHLY NASDAQ-100 BULLDIREXION FUNDS                
7/13/2020,Sold,MF,GOLDX,-9.229,200,21.67,0,GABELLI GOLD AAA              GABELLI                       
7/13/2020,Sold,MF,INPIX,-1.597,200,125.2,0,PROFUNDS INTERNET ULTRASECTOR PROFUNDS                      
7/13/2020,Sold,MF,OBCHX,-24.316,400,16.45,0,OBERWEIS CHINA OPPORTUNITIES  OBERWEIS                      
7/13/2020,Sold,MF,RMQHX,-0.767,200,260.82,0,RYDEX MONTHLY RBL NASDAQ-100????Rydex Funds                 
7/13/2020,Sold,MF,RYOCX,-3.717,200,53.8,0,RYDEX NASDAQ-100?? INV         Rydex Funds                  
7/13/2020,Transfer,UNKNOWN, ,0,1000,0,0,TRANSFER FROM XXXXXX2340      REFID:49809917482;
7/13/2020,Transfer,UNKNOWN, ,0,1000,0,0,TRANSFER FROM XXXXXX2340      REFID:49841683482;
7/13/2020,Transfer,UNKNOWN, ,0,349,0,0,ACH DEPOSIT                   REFID:49817273482;
7/14/2020,Bought,MF,VIHAX,118.374,-3000,25.28,0,VANGUARD INTL HI DIV YLD ADM  VANGUARD   
7/14/2020,Bought,MF,VIHAX,118.374,-3000,25.28,0,VANGUARD INTL HI DIV YLD ADM  VANGUARD                      
7/16/2019,Transfer,UNKNOWN, ,0,1500,0,0,TRANSFER FROM XXXXXX2340      REFID:26555651482;
7/16/2020,Direct Debit,UNKNOWN, ,0,-841.8,0,0,ACHDEBIT                      CHASE CREDIT CRD              
7/17/2019,Direct Debit,UNKNOWN, ,0,-2602.87,0,0,ACHDEBIT                      CHASE CREDIT CRD              
7/20/2020,Sold,MF,BPTRX,-1.999,200,100.06,0,BARON PARTNERS RETAIL         BARON CAPITAL GROUP           
7/20/2020,Sold,MF,DXQLX,-2.113,100,47.3338,0,DIREXION MTHLY NASDAQ-100 BULLDIREXION FUNDS                
7/20/2020,Sold,MF,JAGTX,-4.119,200,48.55,0,JANUS HENDERSON GLB TECH AND IJANUS HENDERSON               
7/20/2020,Sold,MF,OBCHX,-200,3224,16.12,0,OBERWEIS CHINA OPPORTUNITIES  OBERWEIS                      
7/20/2020,Sold,MF,RYOCX,-3.599,200,55.57,0,RYDEX NASDAQ-100?? INV         Rydex Funds    
7/20/2020,Sold,MF,RYOCX,-3.599,200,55.57,0,RYDEX NASDAQ-100?? INV         Rydex Funds                  
7/20/2020,Sold,MF,UOPIX,-1.589,200,125.85,0,PROFUNDS ULTRANASDAQ-100 INV  PROFUNDS                      
7/20/2020,Transfer,UNKNOWN, ,0,349,0,0,ACH DEPOSIT                   REFID:50355021482;
7/22/2019,Transfer,UNKNOWN, ,0,449,0,0,ACH DEPOSIT                   REFID:26805811482;
7/26/2019,Interest,BOND,#2021396,0,0.06,0,0,E*TRADE SAVINGS BANK RSDA     INTEREST
7/26/2019,Interest,EQ,#2145605,0,0.14,0,0,EXTENDED INSURANCE SWEEP      DEPOSIT ACCOUNT               
7/27/2020,Bought,MF,VIHAX,38.663,-1000,25.8,0,VANGUARD INTL HI DIV YLD ADM  VANGUARD                      
7/27/2020,Interest,BOND,#2021396,0,0.02,0,0,E*TRADE SAVINGS BANK RSDA     INTEREST
7/27/2020,Interest,EQ,#2145605,0,0.02,0,0,EXTENDED INSURANCE SWEEP      DEPOSIT ACCOUNT               
7/27/2020,Sold,MF,GOLDX,-7.905,200,25.3,0,GABELLI GOLD AAA              GABELLI                       
7/27/2020,Transfer,UNKNOWN, ,0,349,0,0,ACH DEPOSIT                   REFID:50837771482;
7/29/2019,Transfer,UNKNOWN, ,0,449,0,0,ACH DEPOSIT                   REFID:27146418482;
7/30/2020,Bought,MF,VIHAX,38.043,-1000,26.22,0,VANGUARD INTL HI DIV YLD ADM  VANGUARD                      
7/31/2020,Bought,MF,SVAAX,424.628,-2000,4.71,0,FEDERATED HERMES STRATEGIC VALFEDERATED                     
7/31/2020,Bought,MF,SVAAX,636.943,-3000,4.71,0,FEDERATED HERMES STRATEGIC VALFEDERATED                     
7/31/2020,Dividend,MF,SVAAX,0,4.68,0,0,FEDERATED HERMES STRATEGIC VALFEDERATED                     
7/31/2020,Dividend,MF,SVAAX,0.987,-4.68,0,0,FEDERATED HERMES STRATEGIC VALFEDERATED                     
7/31/2020,Sold,MF,OBCHX,-2.108,34.66,16.44,0,OBERWEIS CHINA OPPORTUNITIES  OBERWEIS                      
7/31/2020,Sold,MF,SFLNX,-10.728,174.01,16.22,0,SCHWAB FUNDAMENTAL US LARGE COSCHWAB FUNDS                  
7/31/2020,Sold,MF,SFLNX,-37.984,616.1,16.22,0,SCHWAB FUNDAMENTAL US LARGE COSCHWAB FUNDS                  
7/31/2020,Sold,MF,SWPPX,-13.757,695.69,50.57,0,SCHWAB?? S&P 500 INDEX         SCHWAB FUNDS                 
8/1/2019,Dividend,MF,PONAX,0,6.38,0,0,PIMCO INCOME A                PIMCO
8/1/2019,Dividend,MF,PONAX,0.527,-6.38,0,0,PIMCO INCOME A                PIMCO                         
8/3/2020,Transfer,UNKNOWN, ,0,349,0,0,ACH DEPOSIT                   REFID:51361238482;
8/5/2019,Transfer,UNKNOWN, ,0,249,0,0,ACH DEPOSIT                   REFID:27533718482;
8/12/2019,Direct Debit,UNKNOWN, ,0,-1029.99,0,0,ACHDEBIT                      CHASE CREDIT CRD              
8/12/2019,Transfer,UNKNOWN, ,0,1000,0,0,TRANSFER FROM XXXXXX2340      REFID:27881032482;
8/12/2019,Transfer,UNKNOWN, ,0,249,0,0,ACH DEPOSIT                   REFID:27912842482;
8/19/2019,Transfer,UNKNOWN, ,0,249,0,0,ACH DEPOSIT                   REFID:28283813482;
8/26/2019,Interest,BOND,#2021396,0,0.05,0,0,E*TRADE SAVINGS BANK RSDA     INTEREST
8/26/2019,Interest,EQ,#2145605,0,0.05,0,0,EXTENDED INSURANCE SWEEP      DEPOSIT ACCOUNT               
8/26/2019,Transfer,UNKNOWN, ,0,249,0,0,ACH DEPOSIT                   REFID:28640571482;
9/3/2019,Dividend,MF,PONAX,0,6.41,0,0,PIMCO INCOME A                PIMCO
9/3/2019,Dividend,MF,PONAX,0.538,-6.41,0,0,PIMCO INCOME A                PIMCO                         
9/3/2019,Transfer,UNKNOWN, ,0,249,0,0,ACH DEPOSIT                   REFID:29019465482;
9/4/2019,POS,UNKNOWN, ,0,-28.99,0,0,AMZN MKTP US*XG 3TA4HI3       AMZN.COMBILL WA US            
9/6/2019,POS,UNKNOWN, ,0,-10.99,0,0,AMZN MKTP US*6K 22L02S3       AMZN.COMBILL WA US            
9/6/2019,POS,UNKNOWN, ,0,-11.99,0,0,AMZN MKTP US*MO 1J755Q0       AMZN.COMBILL WA US            
9/6/2019,POS,UNKNOWN, ,0,-221.48,0,0,TMOBILE*AUTO PA Y 800-937-8997WA US                         
9/6/2019,POS,UNKNOWN, ,0,-26.87,0,0,CATTLEMANS STEA KHOUSE FABENS TX US                         
9/9/2019,POS,UNKNOWN, ,0,-178.77,0,0,GEICO *AUTO  800-841-3000 DC  US                            
9/9/2019,POS,UNKNOWN, ,0,-61,0,0,CHAPARRAL WIREL ESS           575-824-4099 NM US            
9/9/2019,Transfer,UNKNOWN, ,0,249,0,0,ACH DEPOSIT                   REFID:29344143482;
9/11/2019,Direct Debit,UNKNOWN, ,0,-977.85,0,0,ACHDEBIT                      CHASE CREDIT CRD              
9/12/2019,Direct Debit,UNKNOWN, ,0,-55.12,0,0,ACHDEBIT                      CHASE CREDIT CRD              
9/16/2019,Dividend,MF,SEEKX,0,1.15,0,0,CROSSMARK STEWARD LRG CAP ENH CROSSMARK STEWARD FUNDS       
9/16/2019,Dividend,MF,SEEKX,0.026,-1.15,0,0,CROSSMARK STEWARD LRG CAP ENH CROSSMARK STEWARD FUNDS       
9/16/2019,Dividend,MF,TRDFX,0,0.63,0,0,CROSSMARK STEWARD SM-MD CP ENHCROSSMARK STEWARD FUNDS       
9/16/2019,Dividend,MF,TRDFX,0.046,-0.63,0,0,CROSSMARK STEWARD SM-MD CP ENHCROSSMARK STEWARD FUNDS       
9/16/2019,Transfer,UNKNOWN, ,0,249,0,0,ACH DEPOSIT                   REFID:29718246482;
9/19/2019,Bought,MF,PONAX,8.382,-100,11.93,0,PIMCO INCOME A                PIMCO                         
9/23/2019,Transfer,UNKNOWN, ,0,249,0,0,ACH DEPOSIT                   REFID:30066931482;
9/26/2019,Interest,BOND,#2021396,0,0.03,0,0,E*TRADE SAVINGS BANK RSDA     INTEREST
9/26/2019,Interest,EQ,#2145605,0,0.04,0,0,EXTENDED INSURANCE SWEEP      DEPOSIT ACCOUNT               
9/27/2019,Dividend,EQ,EES,0,1.82,0,0,WISDOMTREE TRUST              WISDOMTREE U S SMALLCAP FUND  
9/30/2019,Dividend,MF,PYVLX,0,7.09,0,0,PAYDEN EQUITY INCOME          PAYDENFUNDS                   
9/30/2019,Dividend,MF,PYVLX,0.395,-7.09,0,0,PAYDEN EQUITY INCOME          PAYDENFUNDS                   
9/30/2019,Transfer,UNKNOWN, ,0,249,0,0,ACH DEPOSIT                   REFID:30403916482;
10/1/2019,Bought,EQ,EES,3,-106.05,35.35,0,WISDOMTREE TRUST              WISDOMTREE U S SMALLCAP FUND  
10/1/2019,Bought,MF,GABSX,1.884,-100,53.07,0,GABELLI SMALL CAP GROWTH AAA  GABELLI                       
10/1/2019,Dividend,MF,GOBFX,0,3.68,0,0,BRANDYWINEGLOBAL GLOBAL OPP BOLEGG MASON                    
10/1/2019,Dividend,MF,GOBFX,0.363,-3.68,0,0,BRANDYWINEGLOBAL GLOBAL OPP BOLEGG MASON                    
10/1/2019,Dividend,MF,PONAX,0,6.61,0,0,PIMCO INCOME A                PIMCO
10/1/2019,Dividend,MF,PONAX,0.554,-6.61,0,0,PIMCO INCOME A                PIMCO                         
10/7/2019,Transfer,UNKNOWN, ,0,249,0,0,ACH DEPOSIT                   REFID:30780858482;
10/10/2019,Direct Debit,UNKNOWN, ,0,-1000,0,0,ACHDEBIT                      CHASE CREDIT CRD              
10/11/2019,Direct Debit,UNKNOWN, ,0,-942.81,0,0,ACHDEBIT                      CHASE CREDIT CRD              
10/15/2019,Transfer,UNKNOWN, ,0,249,0,0,ACH DEPOSIT                   REFID:31152358482;
10/21/2019,Transfer,UNKNOWN, ,0,249,0,0,ACH DEPOSIT                   REFID:31473663482;
10/28/2019,Bought,MF,GOBFX,9.671,-100,10.34,0,BRANDYWINEGLOBAL GLOBAL OPP BOLEGG MASON                    
10/28/2019,Bought,MF,TRDFX,7.273,-100,13.75,0,CROSSMARK STEWARD SM-MD CP ENHCROSSMARK STEWARD FUNDS       
10/28/2019,Interest,BOND,#2021396,0,0.01,0,0,E*TRADE SAVINGS BANK RSDA     INTEREST
10/28/2019,Interest,EQ,#2145605,0,0.01,0,0,EXTENDED INSURANCE SWEEP      DEPOSIT ACCOUNT               
10/28/2019,Transfer,UNKNOWN, ,0,249,0,0,ACH DEPOSIT                   REFID:31815066482;
11/1/2019,Dividend,MF,PONAX,0,6.9,0,0,PIMCO INCOME A                PIMCO
11/1/2019,Dividend,MF,PONAX,0.576,-6.9,0,0,PIMCO INCOME A                PIMCO                         
11/4/2019,ATM,UNKNOWN, ,0,-120.01,0,0,VISA TRAVEL USARMY5L01404077  YADH SA SA                    
11/4/2019,Fee,UNKNOWN, ,0,-1.2,0,0,FOREIGN TRANSACTION FEE       VISA TRAVEL USARMY5L01404077  
11/4/2019,Transfer,UNKNOWN, ,0,249,0,0,ACH DEPOSIT                   REFID:32202625482;
11/12/2019,Direct Debit,UNKNOWN, ,0,-1038.3,0,0,ACHDEBIT                      CHASE CREDIT CRD              
11/12/2019,Transfer,UNKNOWN, ,0,249,0,0,ACH DEPOSIT                   REFID:32612985482;
11/13/2019,Transfer,UNKNOWN, ,0,102.17,0,0,TRANSFER FROM XXXXXX2340      REFID:32689209482;
11/18/2019,Transfer,UNKNOWN, ,0,349,0,0,ACH DEPOSIT                   REFID:32950298482;
11/20/2019,Bought,MF,SWPPX,10.341,-500,48.35,0,SCHWAB?? S&P 500 INDEX         SCHWAB FUNDS                 
11/20/2019,Dividend,MF,GABSX,0,0.4,0,0,GABELLI SMALL CAP GROWTH AAA  GABELLI                       
11/20/2019,Dividend,MF,GABSX,0,1.76,0,0,GABELLI SMALL CAP GROWTH AAA  GABELLI                       
11/20/2019,Dividend,MF,GABSX,0,245.1,0,0,GABELLI SMALL CAP GROWTH AAA  GABELLI                       
11/20/2019,Dividend,MF,GABSX,0.009,-0.4,0,0,GABELLI SMALL CAP GROWTH AAA  GABELLI                       
11/20/2019,Dividend,MF,GABSX,0.038,-1.76,0,0,GABELLI SMALL CAP GROWTH AAA  GABELLI                       
11/20/2019,Dividend,MF,GABSX,5.36,-245.1,0,0,GABELLI SMALL CAP GROWTH AAA  GABELLI                       
11/25/2019,Transfer,UNKNOWN, ,0,349,0,0,ACH DEPOSIT                   REFID:33311731482;
11/26/2019,Interest,BOND,#2021396,0,0.01,0,0,E*TRADE SAVINGS BANK RSDA     INTEREST
11/26/2019,Interest,EQ,#2145605,0,0.01,0,0,EXTENDED INSURANCE SWEEP      DEPOSIT ACCOUNT               
12/2/2019,Dividend,MF,PONAX,0,6.93,0,0,PIMCO INCOME A                PIMCO
12/2/2019,Dividend,MF,PONAX,0.579,-6.93,0,0,PIMCO INCOME A                PIMCO                         
12/2/2019,Transfer,UNKNOWN, ,0,349,0,0,ACH DEPOSIT                   REFID:33656611482;
12/3/2019,Bought,MF,RYOCX,11.666,-500,42.86,0,RYDEX NASDAQ-100?? INV         Rydex Funds                  
12/3/2019,Bought,MF,RYOCX,11.666,-500,42.86,0,RYDEX NASDAQ-100?? INV         Rydex Funds                  
12/3/2019,Contribution,EQ, ,0,0,0,0,$ 2000.00 CONTRIBUTION 2019             REFID:33736379482;
12/3/2019,Contribution,UNKNOWN, ,0,2000,0,0,ACH DEPOSIT                   REFID:33736379482;
12/9/2019,Bought,EQ,EES,3,-113.4,37.8,0,WISDOMTREE TRUST              WISDOMTREE U S SMALLCAP FUND  
12/9/2019,Bought,MF,GABSX,2.166,-100,46.16,0,GABELLI SMALL CAP GROWTH AAA  GABELLI                       
12/9/2019,Bought,MF,GOBFX,9.69,-100,10.32,0,BRANDYWINEGLOBAL GLOBAL OPP BOLEGG MASON                    
12/9/2019,Bought,MF,PONAX,8.34,-100,11.99,0,PIMCO INCOME A                PIMCO                         
12/9/2019,Bought,MF,RYOCX,2.303,-100,43.42,0,RYDEX NASDAQ-100?? INV         Rydex Funds                  
12/9/2019,Bought,MF,RYOCX,2.726,-118.35,43.42,0,RYDEX NASDAQ-100?? INV         Rydex Funds                  
12/9/2019,Bought,MF,SWPPX,1.142,-55.74,48.83,0,SCHWAB?? S&P 500 INDEX         SCHWAB FUNDS                 
12/9/2019,Transfer,UNKNOWN, ,0,2500.07,0,0,TRANSFER FROM XXXXXX2340      REFID:34011798482;
12/9/2019,Transfer,UNKNOWN, ,0,349,0,0,ACH DEPOSIT                   REFID:34057678482;
12/10/2019,Bought,MF,RYOCX,2.306,-99.99,43.37,0,RYDEX NASDAQ-100?? INV         Rydex Funds                  
12/11/2019,Direct Debit,UNKNOWN, ,0,-752.56,0,0,ACHDEBIT                      CHASE CREDIT CRD              
12/12/2019,Dividend,MF,RYOCX,0,0.06,0,0,RYDEX NASDAQ-100?? INV         Rydex Funds                  
12/12/2019,Dividend,MF,RYOCX,0,0.1,0,0,RYDEX NASDAQ-100?? INV         Rydex Funds                  
12/12/2019,Dividend,MF,RYOCX,0,15.93,0,0,RYDEX NASDAQ-100?? INV         Rydex Funds                  
12/12/2019,Dividend,MF,RYOCX,0,9.78,0,0,RYDEX NASDAQ-100?? INV         Rydex Funds                  
12/12/2019,Dividend,MF,RYOCX,0.001,-0.06,0,0,RYDEX NASDAQ-100?? INV         Rydex Funds                  
12/12/2019,Dividend,MF,RYOCX,0.002,-0.1,0,0,RYDEX NASDAQ-100?? INV         Rydex Funds                  
12/12/2019,Dividend,MF,RYOCX,0.229,-9.78,0,0,RYDEX NASDAQ-100?? INV         Rydex Funds                  
12/12/2019,Dividend,MF,RYOCX,0.372,-15.93,0,0,RYDEX NASDAQ-100?? INV         Rydex Funds                  
12/12/2019,Dividend,MF,WPSGX,0,1.01,0,0,AB CONCENTRATED GROWTH ADVISORALLIANCEBERNSTEIN             
12/12/2019,Dividend,MF,WPSGX,0,33.14,0,0,AB CONCENTRATED GROWTH ADVISORALLIANCEBERNSTEIN             
12/12/2019,Dividend,MF,WPSGX,0.024,-1.01,0,0,AB CONCENTRATED GROWTH ADVISORALLIANCEBERNSTEIN             
12/12/2019,Dividend,MF,WPSGX,0.777,-33.14,0,0,AB CONCENTRATED GROWTH ADVISORALLIANCEBERNSTEIN             
12/13/2019,Dividend,MF,OAKBX,0,103.75,0,0,OAKMARK EQUITY AND INCOME INVEOAKMARK                       
12/13/2019,Dividend,MF,OAKBX,0,111.75,0,0,OAKMARK EQUITY AND INCOME INVEOAKMARK                       
12/13/2019,Dividend,MF,OAKBX,0,24.64,0,0,OAKMARK EQUITY AND INCOME INVEOAKMARK                       
12/13/2019,Dividend,MF,OAKBX,0,26.54,0,0,OAKMARK EQUITY AND INCOME INVEOAKMARK                       
12/13/2019,Dividend,MF,OAKBX,0.85,-24.64,0,0,OAKMARK EQUITY AND INCOME INVEOAKMARK                       
12/13/2019,Dividend,MF,OAKBX,0.915,-26.54,0,0,OAKMARK EQUITY AND INCOME INVEOAKMARK                       
12/13/2019,Dividend,MF,OAKBX,3.578,-103.75,0,0,OAKMARK EQUITY AND INCOME INVEOAKMARK                       
12/13/2019,Dividend,MF,OAKBX,3.853,-111.75,0,0,OAKMARK EQUITY AND INCOME INVEOAKMARK                       
12/16/2019,Bought,MF,GABSX,10.707,-500,46.7,0,GABELLI SMALL CAP GROWTH AAA  GABELLI                       
12/16/2019,Bought,MF,OAKBX,10.292,-300,29.15,0,OAKMARK EQUITY AND INCOME INVEOAKMARK                       
12/16/2019,Bought,MF,RYOCX,4.503,-196.45,43.63,0,RYDEX NASDAQ-100?? INV         Rydex Funds                  
12/16/2019,Transfer,UNKNOWN, ,0,349,0,0,ACH DEPOSIT                   REFID:34431647482;
12/17/2019,Bought,MF,RYOCX,2.29,-100,43.66,0,RYDEX NASDAQ-100?? INV         Rydex Funds                  
12/17/2019,Bought,MF,SWPPX,2.011,-100,49.73,0,SCHWAB?? S&P 500 INDEX         SCHWAB FUNDS                 
12/17/2019,Bought,MF,TRDFX,6.974,-100,14.34,0,CROSSMARK STEWARD SM-MD CP ENHCROSSMARK STEWARD FUNDS       
12/17/2019,Dividend,MF,NBGAX,0,136.71,0,0,NEUBERGER BERMAN GENESIS ADV  NEUBERGER BERMAN              
12/17/2019,Dividend,MF,NBGAX,2.366,-136.71,0,0,NEUBERGER BERMAN GENESIS ADV  NEUBERGER BERMAN              
12/17/2019,Dividend,MF,NBGEX,0,0.06,0,0,NEUBERGER BERMAN GENESIS TR   NEUBERGER BERMAN              
12/17/2019,Dividend,MF,NBGEX,0,53.55,0,0,NEUBERGER BERMAN GENESIS TR   NEUBERGER BERMAN              
12/17/2019,Dividend,MF,NBGEX,0.001,-0.06,0,0,NEUBERGER BERMAN GENESIS TR   NEUBERGER BERMAN              
12/17/2019,Dividend,MF,NBGEX,0.923,-53.55,0,0,NEUBERGER BERMAN GENESIS TR   NEUBERGER BERMAN              
12/18/2019,Bought,EQ,EES,10,-385.1,38.51,0,WISDOMTREE TRUST              WISDOMTREE U S SMALLCAP FUND  
12/18/2019,Bought,MF,NBGEX,1.715,-100,58.3,0,NEUBERGER BERMAN GENESIS TR   NEUBERGER BERMAN              
12/18/2019,Dividend,MF,ETGLX,0,43.35,0,0,EVENTIDE GILEAD N             EVENTIDE FUNDS                
12/18/2019,Dividend,MF,ETGLX,1.077,-43.35,0,0,EVENTIDE GILEAD N             EVENTIDE FUNDS                
12/19/2019,Dividend,MF,TMFGX,0,43.06,0,0,MFAM MID CAP GROWTH INV       MOTLEY FOOL                   
12/19/2019,Dividend,MF,TMFGX,0,44.18,0,0,MFAM MID CAP GROWTH INV       MOTLEY FOOL                   
12/19/2019,Dividend,MF,TMFGX,1.734,-43.06,0,0,MFAM MID CAP GROWTH INV       MOTLEY FOOL                   
12/19/2019,Dividend,MF,TMFGX,1.779,-44.18,0,0,MFAM MID CAP GROWTH INV       MOTLEY FOOL                   
12/20/2019,Dividend,MF,AMAGX,0,1.76,0,0,AMANA GROWTH INVESTOR         AMANA                         
12/20/2019,Dividend,MF,AMAGX,0,1.92,0,0,AMANA GROWTH INVESTOR         AMANA                         
12/20/2019,Dividend,MF,AMAGX,0,13.53,0,0,AMANA GROWTH INVESTOR         AMANA                         
12/20/2019,Dividend,MF,AMAGX,0,14.76,0,0,AMANA GROWTH INVESTOR         AMANA                         
12/20/2019,Dividend,MF,AMAGX,0.04,-1.76,0,0,AMANA GROWTH INVESTOR         AMANA                         
12/20/2019,Dividend,MF,AMAGX,0.043,-1.92,0,0,AMANA GROWTH INVESTOR         AMANA                         
12/20/2019,Dividend,MF,AMAGX,0.306,-13.53,0,0,AMANA GROWTH INVESTOR         AMANA                         
12/20/2019,Dividend,MF,AMAGX,0.334,-14.76,0,0,AMANA GROWTH INVESTOR         AMANA                         
12/20/2019,Dividend,MF,AMANX,0,2.43,0,0,AMANA INCOME INVESTOR         AMANA                         
12/20/2019,Dividend,MF,AMANX,0,24.38,0,0,AMANA INCOME INVESTOR         AMANA                         
12/20/2019,Dividend,MF,AMANX,0.047,-2.43,0,0,AMANA INCOME INVESTOR         AMANA                         
12/20/2019,Dividend,MF,AMANX,0.469,-24.38,0,0,AMANA INCOME INVESTOR         AMANA                         
12/20/2019,Dividend,MF,PGRTX,0,101.81,0,0,PRINCIPAL SMALLCAP GROWTH I INPrincipal Funds               
12/20/2019,Dividend,MF,PGRTX,7.57,-101.81,0,0,PRINCIPAL SMALLCAP GROWTH I INPrincipal Funds               
12/23/2019,Bought,MF,AMANX,3.791,-200,52.75,0,AMANA INCOME INVESTOR         AMANA                         
12/23/2019,Bought,MF,FNCMX,8.357,-999.99,117.27,19.99,FIDELITY?? NASDAQ COMPOSITE INDFIDELITY INVESTMENTS         
12/23/2019,Bought,MF,PYVAX,32.841,-600,18.27,0,PAYDEN EQUITY INCOME ADVISER  PAYDENFUNDS                   
12/23/2019,Bought,MF,SVAAX,263.62,-1500,5.69,0,FEDERATED STRATEGIC VALUE DIVIFEDERATED                     
12/23/2019,Contribution,EQ, ,0,0,0,0,$ 400.00 CONTRIBUTION 2019             REFID:34798611482;
12/23/2019,Contribution,UNKNOWN, ,0,400,0,0,ACH DEPOSIT                   REFID:34798611482;
12/23/2019,Dividend,MF,SEEKX,0,10.44,0,0,CROSSMARK STEWARD LRG CAP ENH CROSSMARK STEWARD FUNDS       
12/23/2019,Dividend,MF,SEEKX,0.225,-10.44,0,0,CROSSMARK STEWARD LRG CAP ENH CROSSMARK STEWARD FUNDS       
12/23/2019,Dividend,MF,SFLNX,0,0.53,0,0,SCHWAB FUNDAMENTAL US LARGE COSCHWAB FUNDS                  
12/23/2019,Dividend,MF,SFLNX,0,1.34,0,0,SCHWAB FUNDAMENTAL US LARGE COSCHWAB FUNDS                  
12/23/2019,Dividend,MF,SFLNX,0,18.25,0,0,SCHWAB FUNDAMENTAL US LARGE COSCHWAB FUNDS                  
12/23/2019,Dividend,MF,SFLNX,0,21.06,0,0,SCHWAB FUNDAMENTAL US LARGE COSCHWAB FUNDS                  
12/23/2019,Dividend,MF,SFLNX,0,7.23,0,0,SCHWAB FUNDAMENTAL US LARGE COSCHWAB FUNDS                  
12/23/2019,Dividend,MF,SFLNX,0,8.34,0,0,SCHWAB FUNDAMENTAL US LARGE COSCHWAB FUNDS                  
12/23/2019,Dividend,MF,SFLNX,0.03,-0.53,0,0,SCHWAB FUNDAMENTAL US LARGE COSCHWAB FUNDS                  
12/23/2019,Dividend,MF,SFLNX,0.076,-1.34,0,0,SCHWAB FUNDAMENTAL US LARGE COSCHWAB FUNDS                  
12/23/2019,Dividend,MF,SFLNX,0.408,-7.23,0,0,SCHWAB FUNDAMENTAL US LARGE COSCHWAB FUNDS                  
12/23/2019,Dividend,MF,SFLNX,0.47,-8.34,0,0,SCHWAB FUNDAMENTAL US LARGE COSCHWAB FUNDS                  
12/23/2019,Dividend,MF,SFLNX,1.029,-18.25,0,0,SCHWAB FUNDAMENTAL US LARGE COSCHWAB FUNDS                  
12/23/2019,Dividend,MF,SFLNX,1.187,-21.06,0,0,SCHWAB FUNDAMENTAL US LARGE COSCHWAB FUNDS                  
12/23/2019,Dividend,MF,SWPPX,0,1.2,0,0,SCHWAB?? S&P 500 INDEX         SCHWAB FUNDS                 
12/23/2019,Dividend,MF,SWPPX,0,11.79,0,0,SCHWAB?? S&P 500 INDEX         SCHWAB FUNDS                 
12/23/2019,Dividend,MF,SWPPX,0.024,-1.2,0,0,SCHWAB?? S&P 500 INDEX         SCHWAB FUNDS                 
12/23/2019,Dividend,MF,SWPPX,0.239,-11.79,0,0,SCHWAB?? S&P 500 INDEX         SCHWAB FUNDS                 
12/23/2019,Dividend,MF,TRDFX,0,18.2,0,0,CROSSMARK STEWARD SM-MD CP ENHCROSSMARK STEWARD FUNDS       
12/23/2019,Dividend,MF,TRDFX,1.3,-18.2,0,0,CROSSMARK STEWARD SM-MD CP ENHCROSSMARK STEWARD FUNDS       
12/23/2019,Interest,BOND,#2021396,0,0.01,0,0,E*TRADE SAVINGS BANK RSDA     INTEREST
12/23/2019,Sold,MF,GOBFX,-169.68,1766.37,10.41,0,BRANDYWINEGLOBAL GLOBAL OPP BOLEGG MASON                    
